timestamp,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,label
1186980,-1.88,-0.31,-11.30,0.04,0.20,-0.04,frisson_assis_bras_table
1186994,-1.75,-0.40,-11.17,0.05,0.13,-0.06,frisson_assis_bras_table
1187008,-1.61,-0.49,-10.98,0.04,0.12,-0.05,frisson_assis_bras_table
1187022,-1.48,-0.61,-11.02,0.03,0.08,-0.03,frisson_assis_bras_table
1187036,-1.60,-0.65,-10.97,-0.00,0.04,-0.02,frisson_assis_bras_table
1187050,-1.61,-0.67,-11.02,-0.02,0.01,-0.00,frisson_assis_bras_table
1187064,-1.47,-0.62,-11.05,-0.05,-0.01,0.02,frisson_assis_bras_table
1187078,-1.65,-0.27,-11.66,-0.04,0.00,0.03,frisson_assis_bras_table
1187092,-1.71,-0.28,-11.48,-0.00,-0.06,0.01,frisson_assis_bras_table
1187106,-1.87,-0.37,-11.21,0.03,-0.07,0.01,frisson_assis_bras_table
1187120,-1.97,-0.40,-11.17,0.04,-0.01,0.01,frisson_assis_bras_table
1187134,-1.87,-0.54,-10.99,0.03,0.01,0.01,frisson_assis_bras_table
1187148,-2.04,-0.46,-11.12,0.01,0.03,0.00,frisson_assis_bras_table
1187162,-1.94,-0.51,-11.17,0.01,0.04,-0.01,frisson_assis_bras_table
1187176,-1.92,-0.45,-11.20,0.01,0.06,-0.01,frisson_assis_bras_table
1187190,-1.69,-0.48,-11.14,0.01,0.06,-0.01,frisson_assis_bras_table
1187204,-1.63,-0.44,-11.15,0.01,0.04,-0.01,frisson_assis_bras_table
1187218,-1.45,-0.46,-11.33,0.00,-0.04,-0.01,frisson_assis_bras_table
1187232,-1.68,-0.43,-11.19,-0.00,-0.13,-0.01,frisson_assis_bras_table
1187246,-1.63,-0.32,-11.42,0.02,-0.13,0.01,frisson_assis_bras_table
1187260,-2.01,-0.51,-11.02,0.03,-0.09,0.03,frisson_assis_bras_table
1187274,-1.97,-0.49,-11.14,0.02,0.03,0.03,frisson_assis_bras_table
1187288,-1.57,-0.46,-11.34,0.03,0.03,0.05,frisson_assis_bras_table
1187302,-2.09,-0.39,-11.34,0.05,0.11,0.04,frisson_assis_bras_table
1187316,-1.90,-0.46,-11.14,0.06,0.13,0.02,frisson_assis_bras_table
1187330,-1.86,-0.47,-10.97,0.04,0.11,0.01,frisson_assis_bras_table
1187344,-1.95,-0.56,-10.86,0.02,0.04,-0.00,frisson_assis_bras_table
1187358,-2.03,-0.61,-10.90,-0.00,0.01,-0.01,frisson_assis_bras_table
1187372,-2.05,-0.59,-10.82,-0.04,0.03,-0.02,frisson_assis_bras_table
1187386,-2.04,-0.53,-11.15,-0.05,0.10,-0.02,frisson_assis_bras_table
